	B-cells_Memory B-cells_Memory B-cells	B-cells_Naive B-cells_Naive B-cells	CAFs_Inflammatory-CAFs_Inflammatory-CAFs 1	CAFs_Inflammatory-CAFs_Inflammatory-CAFs 2	CAFs_Myofibroblast-like CAFs_Myofibroblast-like CAFs 1	CAFs_Myofibroblast-like CAFs_Myofibroblast-like CAFs 2	CAFs_Myofibroblast-like CAFs_Transitioning CAFs	Endothelial_Lymphatic_endothelial_Lymphatic_endothelial	Endothelial_Pericyte-like endothelial cells_Pericyte-like endothelial cells	Endothelial_Stalk-like endothelial cells_Stalk-like endothelial cells	Endothelial_Tip-like endothelial cells_Tip-like endothelial cells	Epithelial_cancer_Her2_SC	Epithelial_cancer_LumB_SC	Epithelial_normal_Luminal Progenitors	Epithelial_normal_Mature Luminal	Epithelial_normal_Myoepithelial	Myeloid_Cycling_Cycling Myeloid	Myeloid_DCs_cDC1	Myeloid_DCs_cDC2	Myeloid_DCs_pDC	Myeloid_Macrophage_LAM 1	Myeloid_Macrophage_LAM 2	Myeloid_Macrophage_Macrophage 1	Myeloid_Macrophage_Macrophage 2	Myeloid_Monocyte_Monocyte 1	Myeloid_Monocyte_Monocyte 2	Plasmablasts_Plasmablasts_Plasmablasts	SMCs_Differeniated SMCs_Differeniated SMCs 2	SMCs_Differeniated SMCs_Differeniated SMCs 3	SMCs_Differeniated SMCs_Transitioning SMCs 1	SMCs_Immature SMCs_Immature SMCs 1	SMCs_Immature SMCs_Immature SMCs 2	T-cells_CD4+ T-cells_CD4+ T-cells 1	T-cells_CD4+ T-cells_CD4+ T-cells 2	T-cells_CD4+ T-cells_T-Regs	T-cells_CD4+ T-cells_Tfh cells	T-cells_CD8+ T-cells_CD8+ T-cells 1	T-cells_CD8+ T-cells_CD8+ T-cells 4	T-cells_CD8+ T-cells_CD8+ T-cells 5	T-cells_CD8+ T-cells_Exhausted CD8+ T-cells	T-cells_Cycling_Cycling T-cells	T-cells_NK cells_NK cells	T-cells_NKT_NKT
8497x14528	5.479271e-10	0.009327687	0.033827752	5.4849797e-10	5.480776e-10	0.016259842	5.491637e-10	5.47362e-10	5.470259e-10	0.003672408	0.013258165	0.18653017	0.040673215	0.08404023	0.22639987	0.029846128	5.499677400000001e-10	0.026142359	0.015019343999999999	5.483358e-10	5.478623e-10	5.495514599999999e-10	0.11518219999999998	5.473974599999999e-10	5.485251700000001e-10	5.478163e-10	0.09547301	5.4973487e-10	5.4875543e-10	5.4844046e-10	5.469237e-10	5.4799504e-10	0.09002585	0.011366968	5.481027e-10	5.479333e-10	5.485566e-10	5.477442400000001e-10	5.479104e-10	5.4797933e-10	0.0029549005	5.471991e-10	5.483483700000001e-10
8735x14663	5.9474037e-10	0.022596900000000003	5.9412697e-10	0.030277178	5.960509e-10	0.0042628464	0.034372926	0.02170297	0.030107312	0.002686081	0.0066470415	0.16868441	0.10245415	0.011319598	0.26141474	0.06502287	5.952522e-10	5.955713e-10	5.963113e-10	5.945657e-10	5.961782e-10	0.04746026	5.9622257e-10	5.973313e-10	5.972047299999999e-10	0.031236066	0.111607015	5.949673e-10	5.9529986e-10	5.948084e-10	5.952681e-10	0.0033705027000000003	5.9667876e-10	5.968699999999999e-10	5.9571903e-10	5.938686e-10	5.961952599999999e-10	5.944172e-10	0.03367985	5.956269400000001e-10	5.942562e-10	0.011097218999999998	5.956815e-10
8498x14801	6.606109e-10	6.593785e-10	6.614720400000001e-10	6.5977857e-10	0.043015505999999995	6.638419e-10	6.610016400000001e-10	6.632445e-10	0.018273896	6.602985e-10	0.0071412030000000005	0.17584269	6.639166e-10	0.10024351	0.23147275	0.05801155400000001	6.6200845e-10	6.6135725e-10	6.6242023e-10	0.027190506	6.626717e-10	0.043853536	0.018650241	0.037531026	6.6197947e-10	0.035798535	0.14963153	6.6345585e-10	0.027060952000000003	6.6192646e-10	6.611453599999999e-10	6.630384e-10	6.6098144e-10	6.601322e-10	6.6129163e-10	6.5984024e-10	6.629625e-10	6.603841400000001e-10	0.0070040169999999995	6.598112599999999e-10	6.6071926e-10	6.617686e-10	0.019278582
8736x14936	5.6530036e-10	0.0013470417999999998	5.668691e-10	0.026799022999999998	5.665157e-10	0.010904808500000002	0.034868382	0.033414144	5.647625e-10	0.0069130776	0.0014175716	0.10464638	0.16364856	0.09853665	0.21427608	0.054661386	5.673905e-10	5.6482075e-10	5.655851e-10	5.654394e-10	5.666324e-10	0.06991652	5.658138e-10	0.023905836	5.663104e-10	5.661841e-10	0.08105119999999999	0.01760546	5.676287e-10	5.666130000000001e-10	5.653359e-10	5.660718e-10	5.664259999999999e-10	0.056087893	5.662111e-10	5.666616e-10	5.651332e-10	5.6668215e-10	5.659951400000001e-10	5.6629634e-10	5.6679456e-10	5.6460525e-10	5.663018e-10
8499x15074	6.2873184e-10	0.0033030836	6.2999106e-10	0.01733434	6.308568e-10	0.027495699999999998	6.2989497e-10	6.2812533e-10	6.2843697e-10	0.016818652	0.0021052838	0.23676574	0.030132372	0.043494947	0.27318683	0.024165243	6.297519999999999e-10	0.02988158	0.025289705	6.28793e-10	0.10109134	6.291301400000001e-10	6.312155e-10	0.017862688999999998	6.304142e-10	6.285196e-10	0.051947065	6.3032646e-10	0.03670464	0.0015589541	6.2871147e-10	6.2809896e-10	6.3017613e-10	6.285184e-10	6.300524e-10	0.004826378	6.2870664e-10	0.011922495	6.290508700000001e-10	6.2977845e-10	6.2938577e-10	6.296667e-10	0.044112857000000005
8737x15209	5.177701e-10	5.186231e-10	5.188061599999999e-10	0.08190574	5.182918e-10	5.187844e-10	5.182276e-10	5.175677e-10	5.182197e-10	0.080320835	0.0012043994	0.037003692000000005	0.16861843	0.10327417400000001	0.23941955	5.185113400000001e-10	0.059162248	5.188358e-10	0.05663055	5.1783533e-10	5.1906446e-10	5.176645e-10	5.196995e-10	0.013774803	5.1858157e-10	5.190249e-10	0.09456942	5.176477e-10	0.026325956	5.178077e-10	5.186933e-10	5.1834526e-10	0.037790168	5.183828e-10	5.1795385e-10	5.1798743e-10	5.188645e-10	5.174532e-10	5.179756e-10	5.178442e-10	5.1825527e-10	5.1785803e-10	5.175677e-10
8500x15347	4.782801e-10	0.016576048	4.806862e-10	0.016914758999999998	4.781888e-10	0.0021133001000000003	4.795461e-10	4.7824084e-10	4.7911275e-10	0.007113958199999999	0.021994312999999998	0.0441117	0.16982885	0.1146098	0.1842345	0.03618767	4.789629e-10	4.789730000000001e-10	0.0029474490000000004	4.7856935e-10	0.03975285	0.040999155	0.037819274	0.0006761849499999999	4.808366e-10	0.01815915	0.13055453	4.803526e-10	0.06051096	0.019051573999999998	4.7974463e-10	4.786488e-10	4.798975e-10	4.788058e-10	4.779582e-10	4.782007e-10	4.782983e-10	0.018522045	4.7949217e-10	4.7837767e-10	4.777731e-10	0.017321855	4.7848625e-10
8737x15482	5.268963e-10	5.279818e-10	5.28659e-10	0.07514762	5.295127e-10	0.0014369341	0.012685045	0.02281266	0.0013244107999999999	0.029590154	5.280351700000001e-10	0.07502303	0.12904307	0.027744114	0.26840293	0.023414439	5.276345e-10	5.265989e-10	5.280150000000001e-10	5.2714766e-10	0.007976993	0.014854849	0.08958989	5.287245e-10	5.295157e-10	0.032083936	0.08605941	5.2940163e-10	0.0069843708	0.011571153	5.282719e-10	5.280442e-10	5.2852384e-10	5.275409e-10	0.050847553	5.278197e-10	5.2862065e-10	0.021323462999999997	5.281148e-10	5.2899385e-10	5.276486e-10	5.30203e-10	0.012083958
8500x15620	5.1084253e-10	5.1113885e-10	0.03434305	5.1102284e-10	5.103663e-10	5.101736e-10	0.043646343	0.063038886	5.097447e-10	0.0118632065	5.093112e-10	0.19999586	0.06813125	5.124381e-10	0.29105118	0.043641035	5.112041299999999e-10	0.0069004428	0.008532254	0.0015539438	5.125808e-10	5.119584e-10	0.11460177	5.1127824e-10	5.116363e-10	5.1138555e-10	0.086091705	5.097058e-10	5.1114957e-10	5.104802e-10	5.1055815e-10	0.005064054	5.118208e-10	5.113416400000001e-10	5.102417400000001e-10	5.1088445e-10	0.005789011700000001	0.015755896000000002	5.108619999999999e-10	5.114255e-10	5.1020477e-10	5.12186e-10	5.110257e-10
8738x15755	0.01493226	3.2737713e-10	0.06340945	0.02515693	3.2681438e-10	3.2674455e-10	3.264462e-10	0.01180194	3.270744e-10	0.052337058	0.021418897000000003	0.06261678	0.12964281	0.0065505830000000004	0.16008429	0.04339125	3.2704947000000004e-10	0.0102049615	3.28193e-10	0.013780816999999999	3.2727597999999996e-10	0.058734022000000004	3.2756325e-10	3.2784453e-10	3.2736464e-10	0.029028118	0.04756396	0.0033037009999999996	0.022015506	3.2708813e-10	0.014673635	3.2695152000000004e-10	0.14854215	3.277207e-10	0.012018972	3.2719108e-10	3.2730593e-10	3.2713807e-10	3.2860453e-10	3.2745331e-10	3.2717612000000004e-10	3.2752828e-10	0.048791934
8501x15893	4.942843400000001e-10	0.02165171	0.11132349999999999	4.941665400000001e-10	4.93882e-10	0.01541121	4.943069999999999e-10	0.023820786	4.941995700000001e-10	0.008179332	4.940459e-10	0.10804642	0.1208663	0.04285246	0.111067794	0.0037146178	4.941929e-10	0.02319125	0.0086651575	4.9433435e-10	4.953584e-10	4.938942e-10	4.942495e-10	0.043348283	4.932475e-10	0.047038794	0.1839063	4.9417975e-10	0.048377085	4.939055e-10	4.938104400000001e-10	4.935157e-10	9.452779500000001e-06	4.942504e-10	0.011530424499999999	4.9307347e-10	4.9578663e-10	4.946022e-10	4.9373505e-10	4.9421084e-10	4.9419385e-10	0.06699914	4.940393599999999e-10
8739x16028	5.8774025e-10	5.8606775e-10	0.015411326000000001	0.040978447	5.8828414e-10	0.021065557000000002	5.902454599999999e-10	0.011877985	5.875440700000001e-10	0.0093707945	5.868228e-10	0.1994632	0.06842828	0.023132121000000002	0.19351727	0.026301155	5.874802e-10	0.05285083	5.887657e-10	5.8655536e-10	5.897593e-10	5.879005e-10	0.11564101	5.8885224e-10	5.879219e-10	0.007040305500000001	0.08483092	5.876887e-10	0.014069010500000001	5.876314400000001e-10	5.874163e-10	5.860186e-10	0.023015037000000002	5.881607400000001e-10	5.879084e-10	0.019109363	5.8649496e-10	0.04651792	5.875642e-10	5.872684599999999e-10	5.873838599999999e-10	0.027379442	5.867064e-10
8502x16166	5.5214816e-10	0.009619633	0.045058534000000004	0.05190992	5.4933824e-10	0.011872529	5.505728e-10	5.488836e-10	5.4847965e-10	0.016743181	0.0039082402	0.1488787	0.13343498	0.05379464	0.18505464	0.03877945	5.508974e-10	5.4924915e-10	5.510739e-10	5.487758e-10	0.009368793	0.07152166	0.014795952	0.010198912	5.519628e-10	5.509152e-10	0.126248	0.0088859815	5.513473e-10	0.011040188000000001	5.511717e-10	5.512264e-10	5.491297e-10	0.039388075	5.522050000000001e-10	5.501193e-10	5.4942095e-10	5.4946075e-10	0.009498048	5.4983923e-10	5.509394e-10	5.489234e-10	5.496285e-10
8740x16301	5.6383304e-10	5.636922e-10	0.07768673400000001	0.03312329	5.650291e-10	5.651746e-10	5.650183e-10	0.037168615	5.64694e-10	0.02563536	5.649526e-10	0.13978933	0.1221499	0.23288286	5.655898e-10	5.6349864e-10	0.07780317	5.647802e-10	5.6576893e-10	0.00653843	5.6709126e-10	0.040293884	5.658336e-10	0.019047526999999998	5.6511856e-10	5.648082e-10	0.11617299	0.017629726000000002	5.6582505e-10	5.642591e-10	5.6459604e-10	5.637309e-10	5.6499894e-10	5.652458e-10	5.646596e-10	5.6406757e-10	5.656556e-10	0.0015208425	0.05255751	5.6537197e-10	5.643829e-10	5.645551e-10	5.640459999999999e-10
8503x16438	5.1236193e-10	0.0033116372999999998	0.030002167000000003	0.02280124	5.1203664e-10	0.025048472000000002	5.1349974e-10	0.0076018865	0.015886791	0.04140928	5.1375937e-10	0.046489764	0.09443848	0.057571187999999995	0.20185187	5.122965400000001e-10	0.021928739	5.1330584e-10	0.019617438	0.02414061	5.133480000000001e-10	0.0045377538	0.062844485	5.142702e-10	5.1336657e-10	0.0006519413	0.07850578400000001	0.03920299	0.043976	5.1311794e-10	0.019978385	5.1271193e-10	5.1235216e-10	0.08755704	5.121001e-10	0.023083107999999998	5.126973e-10	5.115963e-10	5.121177e-10	5.125613e-10	5.11773e-10	0.02756302	5.1230037e-10
8741x16574	0.03407818	6.165562e-10	0.05772955	0.020979328	6.197383e-10	0.022623953999999998	6.2015576e-10	0.08801009	6.190236e-10	6.1789945e-10	6.1674205e-10	0.15124919	0.059109985999999996	0.0784807	0.123021215	0.015251061000000002	6.180951e-10	6.178169599999999e-10	6.194193e-10	6.172327e-10	6.201889e-10	0.028363927999999997	0.06799545	6.188265e-10	6.192208400000001e-10	0.018328236	0.10063774	0.039118892999999995	0.025079262999999997	6.187745299999999e-10	6.1936967e-10	6.174624e-10	6.1758365e-10	6.182437e-10	6.1669025e-10	6.172409999999999e-10	6.173434e-10	6.1720923e-10	0.06994333	6.1861055e-10	6.18561e-10	6.165926e-10	6.1822836e-10
8504x16711	7.3079015e-10	7.300866599999999e-10	0.0055610337	0.065772355	7.318056e-10	0.02640845	7.329608e-10	7.308181e-10	7.309268e-10	0.048387595	0.019992953	0.22124125	0.0632595	7.34328e-10	0.17006533	0.02660932	7.311234e-10	7.307024e-10	0.035916638	7.2971357e-10	0.030956598	0.06556889	7.32638e-10	7.337624e-10	7.332307e-10	7.3392054e-10	0.12259585	7.304445400000001e-10	7.318098299999999e-10	7.311429e-10	0.013434251000000001	7.311876e-10	7.343951599999999e-10	0.073594384	7.310927e-10	7.298429e-10	0.010635624	7.335329e-10	7.3366163e-10	7.314777e-10	7.300267e-10	7.3079015e-10	7.307149e-10
8742x16847	0.019408269	8.9706986e-10	9.0057234e-10	0.095462024	0.021860592	8.993347e-10	0.0175268	8.975628e-10	8.984191e-10	0.02903167	8.966764e-10	0.12143415	0.032048106	9.0205926e-10	0.20023122	0.03740869	8.976535e-10	8.9706464e-10	8.9848595e-10	8.9585245e-10	9.018701e-10	0.12787628	0.019568283	8.985271e-10	8.9854085e-10	8.967704e-10	0.18814175	8.976261e-10	0.036798306	8.984277e-10	8.958011599999999e-10	8.982272699999999e-10	0.027347198	8.995199599999999e-10	8.9921975e-10	8.978983699999999e-10	8.992677e-10	9.002271e-10	8.981980699999999e-10	0.025856643999999998	8.9879965e-10	8.980011e-10	8.979565400000001e-10
8505x16984	8.230495e-10	8.2508816e-10	8.259273e-10	0.047516067	8.245391e-10	8.244652e-10	0.036490515	8.259147e-10	0.019346517	0.015005408999999999	8.247672e-10	0.28103259999999997	0.07027610000000001	0.14451496	8.2325363e-10	0.025359256	8.256013e-10	0.02509178	8.2378143e-10	8.244148e-10	0.077468686	8.255399e-10	0.04707683	8.271539e-10	0.009394473	8.2857815e-10	0.13339269	0.036010627	0.011685267	8.255698e-10	8.252314e-10	8.2344365e-10	8.2431734e-10	8.238757e-10	0.019060263	8.244510000000001e-10	8.247812400000001e-10	8.2403284e-10	0.0012780201	8.2401236e-10	8.2542023e-10	8.243661299999999e-10	8.2495755e-10
8742x17120	9.286117e-10	9.272435599999999e-10	9.317644e-10	0.14767666	9.3110886e-10	9.293895699999999e-10	9.311977300000001e-10	9.288314e-10	0.036589436	0.023147345	0.040088546	0.2632657	9.281885e-10	0.011881811	0.12590444	9.282717e-10	9.287003e-10	9.269712e-10	9.2834074e-10	9.298275e-10	9.292975e-10	0.10760635	9.2842756e-10	9.290723e-10	9.2839914e-10	0.040153302	0.12262026	9.285515e-10	0.043396585	9.259958400000001e-10	9.2690405e-10	9.2758845e-10	9.290635e-10	9.290475e-10	0.013383263000000001	9.28904e-10	9.3013436e-10	9.266725e-10	9.270508e-10	9.269465e-10	9.281036e-10	9.292566699999999e-10	0.02428643
8505x17257	9.3074803e-10	9.292935e-10	0.018149408	0.06504711	9.3112273e-10	0.036548458	9.2960195e-10	9.277881e-10	9.307818e-10	0.03450655	9.266863e-10	0.20318788	0.03696425	0.12393452	0.11093478	0.016670408	9.308297e-10	0.01704679	9.300152e-10	9.270098e-10	0.098991565	9.300772400000001e-10	9.298236e-10	9.287247e-10	9.313589999999999e-10	9.2974556e-10	0.1244435	9.274855e-10	9.267694e-10	9.265501699999999e-10	9.271265e-10	9.274236e-10	0.07328504	9.302955e-10	9.2869806e-10	9.270982300000001e-10	9.313075e-10	9.266686300000001e-10	9.292669e-10	9.2755276e-10	9.271300000000001e-10	0.037528295	0.0027615412
8743x17393	8.314123e-10	8.288472e-10	8.326199e-10	0.13213761	8.3167073e-10	0.020881506	8.332792e-10	8.316565e-10	8.312965e-10	0.025061551	0.012366056	0.19171478	0.11245633	0.08260234400000001	0.11014779	8.312600599999999e-10	8.338627e-10	8.316881599999999e-10	8.316025599999999e-10	0.022973629	8.338548e-10	0.16393508	8.339406400000001e-10	8.316422e-10	8.328677e-10	8.327978e-10	0.04517224	8.300496e-10	0.028127206000000002	8.298010599999999e-10	8.2990553e-10	8.3052787e-10	8.316597e-10	8.3463125e-10	0.018869313999999998	8.306704e-10	8.333221299999999e-10	8.317755e-10	8.3414436e-10	8.3222296e-10	8.3063395e-10	8.307703e-10	0.03355456
8506x17530	7.906213e-10	0.033882715	7.923664e-10	0.10768974	7.920869e-10	0.027282199	7.909938e-10	7.9018103e-10	0.043092195	7.900921599999999e-10	0.0007140016499999999	0.28067958	7.921095400000001e-10	0.09463794	0.11945874	0.0023338979	7.916926599999999e-10	0.004393726	7.9227724e-10	7.9008755e-10	7.914661e-10	0.12624475	7.9212464e-10	0.030780013999999998	7.935340000000001e-10	7.921548400000001e-10	0.09747651	7.916760599999999e-10	7.9197504e-10	7.906831e-10	0.00066165405	7.9074947e-10	7.918225e-10	7.933297400000001e-10	7.9027e-10	7.9206725e-10	0.030672425	7.910859e-10	7.903605e-10	7.9212914e-10	7.9227874e-10	7.905729400000001e-10	7.92306e-10
8744x17666	6.5157857e-10	0.02647871	0.03176664	0.10934139	6.516146e-10	6.5155864e-10	0.0029176883	6.523631599999999e-10	6.523483e-10	0.025923462999999997	0.022058431	0.15676346	0.079321355	0.06993761	0.077380046	6.51453e-10	0.05596652	0.013205637	0.027548185	6.510841e-10	0.024092665	0.051905337999999995	6.529769e-10	6.5172023e-10	6.533968e-10	6.540389299999999e-10	0.10567918400000001	6.507837e-10	0.02465667	6.5136857e-10	6.515139e-10	6.5016575e-10	0.019122219	6.5188677e-10	6.522425400000001e-10	6.49686e-10	6.517065e-10	6.5279016e-10	0.07593471	6.5414e-10	6.5152883e-10	6.535526e-10	6.5069555e-10
8507x17803	3.6098988e-10	0.00462988	3.6190126e-10	0.04085866	3.6114893999999997e-10	0.025307653	0.0036174054	0.027170721000000002	3.608508e-10	3.6008144e-10	3.610766e-10	0.24860679	0.032057304	0.07231724	0.12921354	0.0088542085	3.6144732000000003e-10	0.06920952	3.6111314e-10	0.0076321936	0.025098392999999997	0.093458235	3.61806e-10	0.029798022	3.6216917999999997e-10	3.6099397999999996e-10	0.053562358	3.6117647999999997e-10	3.6128053e-10	3.6079023e-10	0.0033622591	0.0012342677	3.6192196e-10	3.6205658e-10	3.615742e-10	0.07379372	3.6155354e-10	3.6145767e-10	0.015565301	0.034652416	3.6078815e-10	3.6271738e-10	3.6159903e-10
8745x17939	4.1754256e-10	0.008485903000000001	0.024321834	0.042430657999999996	4.1777437e-10	0.0055080634	0.018149687	0.020357063	0.0063145547	0.018093001	0.013526858999999999	0.059731177999999996	0.13494772	0.09436946	0.20776963	4.1776801e-10	4.1789391e-10	0.06715141	4.1863424e-10	4.1863346e-10	0.07185012	0.04796499	0.0005116257	4.1962475e-10	4.1828307e-10	0.005308623	0.051708378	0.0022894777	4.1735462e-10	4.1761106e-10	4.1738732e-10	4.1841633e-10	4.178421e-10	0.044109758	4.1905127000000004e-10	4.1884032e-10	0.042691097000000004	4.1772816e-10	0.0124089	4.180853e-10	4.1777595e-10	4.178676e-10	4.1790668e-10
8508x18076	0.027453422999999998	2.2678026e-10	0.020607062	2.282052e-10	2.2712222000000003e-10	2.2737492e-10	0.015784424	0.008061361500000001	0.009637453	0.02206891	2.2709364e-10	0.22912067	0.07907	0.07675666	0.25857517	0.009830724	2.2714087999999997e-10	2.2677852999999998e-10	2.274144e-10	2.2748556e-10	2.2788159e-10	0.099753395	2.2826267000000002e-10	2.2805814e-10	2.2787637000000003e-10	0.01842156	0.029584327999999997	2.2712872999999997e-10	2.2751505e-10	2.2730208e-10	0.019957865	2.2748771000000002e-10	0.0052753096	2.2811252999999998e-10	0.016644742	0.008450268	2.2703127e-10	2.2767437999999997e-10	2.2727174e-10	0.023348015	2.2738752999999999e-10	2.2828706e-10	0.02159876
8746x18212	5.838903e-10	5.835941e-10	0.014194247	0.05044395	5.842824e-10	5.850519e-10	0.010643521000000001	5.851635e-10	5.833693e-10	0.09875384	5.84307e-10	0.108852856	0.038142998	0.10157218	0.15527125	5.863355e-10	5.836619999999999e-10	0.044748715999999994	5.863969999999999e-10	5.839549e-10	5.8490013e-10	0.10805244	5.8608496e-10	5.860392e-10	5.8404065e-10	0.035350446	0.10166395	5.8453326e-10	5.838513e-10	5.8476185e-10	0.023128862000000004	5.8503963e-10	5.841588e-10	5.8532207e-10	0.02757371	5.844218e-10	0.037416153	0.017263472	5.858637e-10	5.8442623e-10	5.8530075e-10	5.862963e-10	0.026927456000000002
8509x18349	3.682172e-10	3.6913417e-10	3.7006115e-10	0.08899668	3.6914613e-10	3.685207e-10	3.6840125e-10	0.0593297	3.6883085e-10	0.05264515	3.678999e-10	0.24621332	0.023159051	0.10430802	3.683935e-10	0.046683844	3.6945538e-10	3.704383e-10	3.6907077e-10	0.034406986	3.702186e-10	0.09984542	3.7045667000000004e-10	3.6939618e-10	3.6960265e-10	3.6898706e-10	0.070671365	3.688836e-10	0.039826613	3.6861353e-10	0.022854177000000003	3.6856923e-10	3.70064e-10	0.04519475	3.6923767e-10	0.001696825	3.7017128e-10	0.0068304986	0.011517361	0.008049901	3.6910247000000004e-10	3.6921655e-10	0.037770443
8747x18485	7.4354145e-10	7.4134227e-10	0.03543932	0.07485125	0.0046959820000000005	7.461242e-10	7.470812e-10	7.4350465e-10	7.431629e-10	0.07979981	7.4316714e-10	0.14273097	0.03703634	0.19703813	7.425947599999999e-10	0.029664364	7.426089e-10	0.047862336	0.03522707	0.036794547000000004	0.08475509	7.452794e-10	7.43645e-10	7.4400675e-10	7.4387485e-10	7.439713e-10	0.0896092	7.419831400000001e-10	0.03477004	7.431331700000001e-10	7.4197176e-10	7.428072e-10	7.426457e-10	7.453149e-10	0.0024597961	7.441899e-10	7.4351736e-10	7.4286105e-10	0.013720186	7.438677e-10	7.439117e-10	0.053545505	7.4401957e-10
8510x18622	5.156434e-10	5.1594046e-10	0.058772385	0.08072268	5.173368400000001e-10	5.1611176e-10	5.172332e-10	5.159946400000001e-10	0.011493828999999999	0.02602142	0.0011025154	0.24775161	0.014509326000000001	0.10669970000000001	0.11599273	0.0049455157	5.180526599999999e-10	5.16961e-10	0.016639296	0.009626441999999999	5.188022e-10	0.09065498400000001	5.1873e-10	5.164998e-10	5.172431e-10	5.1615306e-10	0.06033532	0.01757644	5.171534e-10	5.178324e-10	5.18026e-10	5.162683e-10	5.164791e-10	5.166456e-10	0.033817094	5.172105e-10	0.04429258	5.1698074e-10	0.018469682	5.182622e-10	5.174079e-10	0.040576376000000004	5.1755694e-10
8747x18758	7.021633e-10	6.9901906e-10	0.044804252999999995	0.045542844000000006	7.0131206e-10	7.0085615e-10	6.998422e-10	7.007077e-10	7.006088e-10	6.992404400000001e-10	0.030767636	0.13419460000000002	0.115613885	0.07760831	0.18882695	0.008113854	7.0066225e-10	0.0016242134	7.0072914e-10	7.0118633e-10	7.0148326e-10	7.016292e-10	0.14696294	7.000692e-10	7.0070233e-10	6.998422e-10	0.08859752	0.022282907999999997	7.00693e-10	7.0300893e-10	0.0062556834999999995	7.019344e-10	7.02907e-10	0.0096795345	0.057646487	7.020576e-10	7.000024e-10	7.0045114e-10	6.9958733e-10	7.0022405e-10	7.001066e-10	0.021478286	7.005674400000001e-10
8510x18895	4.511178e-10	4.5235765e-10	0.024323908999999998	0.019628882	4.509965e-10	4.5188508e-10	0.016547935	0.019088471	4.5100768e-10	0.008625433	4.5082875999999994e-10	0.24277559	0.08394800000000001	0.0906785	0.11007995	0.045416053	4.5120643e-10	0.018968385	0.009901368	4.512116e-10	0.02223357	0.064683534	4.5061727000000003e-10	0.024104842999999997	4.5248452e-10	4.524517e-10	0.041578535	0.04352443	4.5140786e-10	4.507746e-10	0.01877801	4.5038784000000003e-10	0.012665859	4.529577e-10	4.510111e-10	0.011374337	4.5154822000000004e-10	4.5082277000000004e-10	4.5103776e-10	0.07107447	4.5144918e-10	4.5138548e-10	4.499577e-10
8748x19031	0.030955407999999997	0.007813389	0.027463533	0.031533238	4.680248400000001e-10	0.015270476000000002	4.6715265e-10	0.09439551	0.020853376	4.663416e-10	4.668115e-10	0.12087633	0.019118797	0.14434607	0.15882999	0.019480841000000002	0.115613066	4.6639764e-10	4.675626599999999e-10	4.679686e-10	0.035052046	4.6728715e-10	4.675350000000001e-10	4.675181e-10	4.6704307e-10	4.6589266e-10	0.04611486	4.665142e-10	4.663043e-10	0.023546215	4.6753323e-10	4.677268e-10	0.031489346	4.66468e-10	4.659122e-10	4.670858e-10	4.6683285e-10	4.6678567e-10	4.665213e-10	4.664332e-10	4.6692905e-10	0.057247467	4.666513e-10
8511x19168	6.6300915e-10	6.6351513e-10	6.648631e-10	0.10355803	6.65679e-10	6.647591400000001e-10	6.6574635e-10	0.025473494	0.008700433	6.635873e-10	0.009112065	0.2281026	0.07804189	0.055264205	0.1449435	0.0072280355000000004	6.6564093e-10	0.043052386	6.633355e-10	6.631369e-10	0.008582104	0.049728613	6.650775e-10	6.6449163e-10	6.628043e-10	0.005722786999999999	0.09525133	6.624921e-10	0.037007872000000004	6.635937e-10	6.6470585e-10	0.00043337382000000006	0.06561698	6.636633e-10	0.007086316600000001	6.636861e-10	6.639292e-10	6.6254013e-10	6.641318e-10	6.667235e-10	6.626008e-10	0.005391115	0.021702762999999996
8749x19304	5.200841400000001e-10	5.1893967e-10	0.030074764	0.05321145	5.202876e-10	0.008996032	5.225661e-10	5.196231e-10	5.199354e-10	0.00640187	0.025641996	0.21831527	0.07617724	0.05489058	0.19410732	0.022742946	5.209559e-10	5.197162e-10	0.018594839	5.2002463e-10	5.215852e-10	0.012889211999999999	0.09788974	5.2132565e-10	5.2049404e-10	5.226697e-10	0.096427105	5.206320400000001e-10	0.033294875	5.19987e-10	5.194229e-10	5.1998106e-10	5.213942599999999e-10	5.2091315e-10	5.207939e-10	5.199453e-10	5.2008814e-10	5.200574e-10	0.010753206999999999	5.1973903e-10	5.193377400000001e-10	5.203918e-10	0.039591663
8512x19441	0.01975455	5.768514e-10	0.10119654	5.753768e-10	5.740657e-10	5.7593236e-10	5.7757804e-10	0.01397417	5.7461347e-10	0.02260316	0.01693058	0.32248002	0.031166656	0.00537764	0.21432625	5.754371e-10	5.757555e-10	5.7601035e-10	5.755952e-10	0.0091792755	5.773809e-10	0.011877308	5.770352e-10	0.05335224	5.7466165e-10	0.026540603	0.05162408	0.02747445	5.7567423e-10	5.7562155e-10	0.014590042	5.7501254e-10	5.769626e-10	5.764675400000001e-10	0.028417954	5.74813e-10	0.029134503	5.7525384e-10	5.763038e-10	5.7643895e-10	5.743395e-10	5.754229e-10	5.751090000000001e-10
